Date,Date Fraction,10833.15,10832.13,10831.00,10830.30,10829.60,10828.47,10827.45,10833.15 error,10832.13 error,10831.00 error,10830.30 error,10829.60 error,10828.47 error,10827.45 error
2017-02-17,2017.131506849315,0.1003367428025939,0.1002791392531212,0.10029137985972623,0.10027923242261268,0.10030465762778375,0.10029882377234756,0.1003626292427754,2.4413038575591853e-05,2.42313950850156e-05,2.4130385808707553e-05,2.5308867593322372e-05,2.4201304897821703e-05,2.3222494684536097e-05,2.5455783764946603e-05
2017-05-05,2017.3424657534247,0.1005014531104975,0.10044100975935828,0.10046734907169777,0.10044057732665303,0.10043854418470338,0.10046927355292742,0.100478459358154,2.5487598976624164e-05,2.2699754028086095e-05,2.2030626983389182e-05,2.3590301028907215e-05,2.544843044712072e-05,2.3866664200040306e-05,2.2666113754630555e-05
2017-05-06,2017.345205479452,0.10048459174591826,0.10040888281102468,0.10043473052741667,0.10039472928454152,0.10042610663530804,0.10046564416020172,0.10045638672818478,2.6260309094406096e-05,2.6053201429176096e-05,2.563832475481514e-05,2.2316180004913083e-05,2.5366408857529153e-05,2.5245915148664056e-05,2.463209300494721e-05
2017-05-07,2017.3479452054794,0.10060998517313344,0.10054930132730071,0.10054709709692894,0.10055873673909621,0.10055754869361387,0.10058429771429914,0.1005266122841196,2.471627476789853e-05,2.298049357865466e-05,2.623311020305614e-05,2.635040699621906e-05,2.4388636155758474e-05,2.1579593907778366e-05,2.3298059832339142e-05
2017-05-08,2017.3506849315067,0.1005298145363691,0.10042553745433089,0.1004491119114641,0.10046541917042831,0.10042997608770177,0.10049428952464191,0.10046362933426446,3.199062817345309e-05,3.39014652176954e-05,2.779445374636967e-05,2.8986987937024513e-05,2.3794338350667433e-05,3.183093863972522e-05,2.9567616445158946e-05
2017-05-10,2017.3561643835617,0.10042555012600768,0.1003412621059267,0.10042131975100099,0.10043096000901364,0.10047081694020388,0.10046251547863451,0.10051540203583827,3.191446584535148e-05,2.916260581474086e-05,3.0475800810216098e-05,2.7617471979001807e-05,2.8345361609501424e-05,2.8681461238430572e-05,2.550239475434129e-05
2017-05-11,2017.358904109589,0.10046596914281172,0.1002655252337578,0.10033917620578885,0.1003483968353364,0.10025292136467331,0.1004424353441743,0.10031009177547921,4.0200919268982565e-05,3.900895514415222e-05,3.767457387025678e-05,5.4616988238758526e-05,3.4265693011827074e-05,3.6084621788921345e-05,4.292361265675814e-05
2017-05-12,2017.3616438356164,0.10043638886802914,0.10039184367145366,0.10042655148044903,0.10043734425857122,0.10038574341710095,0.10040001219883957,0.10038959795805702,2.5209578327830597e-05,2.3807155198674774e-05,2.4306428721574278e-05,2.4173362039104442e-05,2.2143557715830862e-05,2.1994514632150913e-05,2.4825465289619087e-05
2017-05-13,2017.3643835616438,0.1005252376214276,0.1005056387536324,0.10051219352569325,0.10051703140224566,0.10048193414950322,0.10045672612053749,0.10052401365278679,2.2389165243302008e-05,2.387230718837162e-05,2.4928500488557244e-05,2.7497111548734057e-05,2.435332296770739e-05,2.5485540348011792e-05,2.218439838894352e-05
2017-05-14,2017.3671232876711,0.10057697234271423,0.10050294024472546,0.10055934488897392,0.10052566414179033,0.1005948414498063,0.10058793927281169,0.10051185823672826,2.475411367973714e-05,2.4691297744350366e-05,2.160029446302798e-05,2.5159290307912744e-05,2.0591175742917475e-05,2.4356647400110716e-05,2.259212224900674e-05
2017-05-15,2017.3698630136987,0.1005003390993831,0.1005193889185626,0.10047073822883204,0.10044072070512104,0.10048226570904754,0.10047175912156076,0.10048871116258319,2.21406431361367e-05,2.2737355048703883e-05,2.0894067203442918e-05,2.5788909991375995e-05,2.3340463626823764e-05,2.3088027709136285e-05,2.3766717684456964e-05
2017-05-16,2017.372602739726,0.1005284035417555,0.10049529309592338,0.10051066766828441,0.10048106015030486,0.10054463809907525,0.10052991225448724,0.10050219983498097,2.6130122861677147e-05,2.3909732126702326e-05,2.4864030933422278e-05,2.5116830291471537e-05,2.3938209444168748e-05,2.4290514027433377e-05,2.3000651567653364e-05
2017-05-17,2017.3753424657534,0.10056776590544962,0.10047567624559502,0.10056141334521727,0.10058505303563556,0.10056142703692382,0.10055670776610401,0.10055189307536765,2.2854438641074084e-05,2.3459526443254936e-05,2.4289890405241367e-05,2.4610630492656144e-05,2.486371846791091e-05,2.260126556434325e-05,2.2178077725983232e-05
2017-05-18,2017.3780821917808,0.10055038816811496,0.10048956379800973,0.10057178013434878,0.100530730580849,0.10050101237545346,0.10050321153240874,0.10053255444038268,2.283017734005456e-05,2.6006572615252352e-05,2.0434503709151996e-05,2.2516362510424886e-05,2.2966538801999663e-05,2.2850661874042898e-05,2.6289292188274103e-05
2017-05-19,2017.3808219178081,0.10055310246813584,0.10058363854034508,0.10056718144486268,0.10060938980807252,0.10059392526180906,0.10059262129562122,0.1005063265540409,2.4497905386069257e-05,2.0916721987468774e-05,2.2878558100657614e-05,2.3304418782996944e-05,2.1372602261242008e-05,2.216226859505613e-05,2.4002582062469144e-05
2017-05-25,2017.3972602739725,0.10049600553325547,0.1004612317262136,0.10051781861403306,0.1005302001785994,0.10048504931539068,0.1004883149972484,0.10050719980437538,2.4609769556010683e-05,2.326660494795161e-05,2.4978728117800506e-05,2.5153693521129042e-05,2.4529658854913716e-05,2.4694200048916015e-05,2.1829632825013858e-05
