Date,Date Fraction,10833.15,10832.13,10831.00,10830.30,10829.60,10828.47,10827.45,10833.15 error,10832.13 error,10831.00 error,10830.30 error,10829.60 error,10828.47 error,10827.45 error
2015-04-15,2015.2876712328766,0.009294973812633913,0.009272104889056557,0.008755777954563667,0.009067686907499236,0.008668312223015406,0.009048175869489401,0.008946744059534844,0.00018320309061807156,0.0001990236896156082,0.0002161195079906259,0.0001940223207249181,0.00020659181115357497,0.00018011253521895543,0.00018485738741868152
2015-04-16,2015.2904109589042,0.008951894911517287,0.00938287734015177,0.008863875193763898,0.008815999402625726,0.009160410667002225,0.008811417502558741,0.009130772614351464,0.00019499619965664936,0.0001863751703546973,0.00018979005999909574,0.00019749574583572026,0.00017627597359847006,0.00022206622060277299,0.00018499395632238253
2015-04-18,2015.295890410959,0.009261707987472851,0.008930985533640277,0.008905922171293545,0.009449153363534626,0.009024929204415742,0.008998917751421384,0.009366295230084719,0.00018680617619814237,0.00020553849469408483,0.00021051680453736796,0.000178075716367494,0.00021099774553101159,0.00017883454979601826,0.00019182179471860853
2015-04-20,2015.3013698630136,0.009002831101104608,0.009161814459588342,0.009242505941490876,0.009119084950802516,0.00909426875311802,0.008700256888706364,0.009099113383498931,0.00021049136237931583,0.00017259610370393567,0.00018488980555071265,0.00019011683439898477,0.00020482940365192527,0.0001972037445225028,0.0001752844356373655
2015-04-22,2015.3068493150686,0.009130781899148293,0.00912069976243364,0.008767231466866207,0.008993413043950585,0.00930870297357385,0.009049120827407584,0.009215356863297634,0.00020053045526620687,0.0001887331579436884,0.0001916118292668257,0.00019207375013807442,0.00019248177921821712,0.00021437399780235294,0.00019723347093510726
2015-04-25,2015.3150684931506,0.009173459543612018,0.008692474129151013,0.009358376772001277,0.009347717299884435,0.008972308442235684,0.0088364207154904,0.008891911818212358,0.00018128235950525977,0.00019716211554463446,0.0001931902676840859,0.0001766521883760225,0.00019185311390592136,0.00020590891034716298,0.00020015939948033373
2015-04-26,2015.317808219178,0.00903432710825244,0.008933548963797479,0.009586711183017732,0.00906150162810488,0.009370282557732012,0.009137183578904758,0.009275496967101537,0.00019910053479733181,0.000203919432441706,0.00017720906135110692,0.00019964868612970348,0.00018638749382029755,0.00018021635987026382,0.00018461551598026235
2015-05-13,2015.3643835616438,0.008972370335911821,0.009220736249967504,0.009102863981319766,0.00926168667606841,0.009244351766466841,0.008766880655163683,0.009247327197191872,0.00020230762222546675,0.00018008704412023448,0.00019184031331930765,0.0001910000475074006,0.0001875096756483278,0.00019693400364236718,0.00018600714538999377
2015-05-19,2015.3808219178081,0.008847166281416997,0.009271880985637023,0.009295173144319033,0.009107592581429947,0.009186441337757336,0.008786474895466433,0.008797399929692237,0.00020471776366776874,0.0001789651512464683,0.00017731060977268864,0.0001791192120603077,0.00018492232291887807,0.00020205509480736885,0.00020177115372204337
2015-05-20,2015.3835616438357,0.009163408162461242,0.008965217053334341,0.008663993940372986,0.009109534294689543,0.009215417494871841,0.008858411168594487,0.009475861912083605,0.00018549881421651602,0.00018982299420738477,0.00020249888510532487,0.00018164701851416273,0.0001975186660460627,0.00020061890514658101,0.00018835762891488057
2015-05-22,2015.3890410958904,0.009110698372356165,0.008807094789984104,0.00922457286880703,0.009279870246306176,0.009222854254496902,0.009141424478758592,0.00867079267772106,0.00018079726631037865,0.0002078491596797133,0.00020355398137577663,0.00018634698839752091,0.00018674121003404057,0.0002072960907134215,0.00020395552259059164
2015-06-01,2015.4164383561645,0.009208449326314374,0.009145666868199424,0.008979819079341669,0.00906719588233891,0.009254329227332214,0.00930121027202118,0.00893346213116893,0.0001862145625311398,0.0002048012234718985,0.00018687278390515128,0.00018310602258965865,0.00017679778171131744,0.0001902691615699491,0.000177728885148964
2015-06-02,2015.4191780821918,0.009399426461435084,0.00934102002236422,0.008953469023386439,0.008749813290692018,0.009181069681792659,0.009124085780601336,0.009514009137392091,0.00018589493576697295,0.00018112481668592994,0.0001851658292571715,0.00019654598113537258,0.00017635651362406167,0.0001944574649450993,0.00020445756910377502
2015-06-03,2015.4219178082192,0.009173894735009416,0.009191665469012872,0.009251358802275522,0.008877781944985865,0.009088401097062503,0.009212580871197123,0.0090999591595129,0.00019883712963987478,0.00020055299210536973,0.000187486491193062,0.00020754340950148863,0.0001932232697105727,0.00020461594622161092,0.00020012040877608078
2015-06-08,2015.4356164383562,0.009001769602812171,0.009000047092131497,0.008600524288860552,0.009010829345015731,0.00907549505144315,0.008965223185500429,0.008649174482267964,0.00018230217353579228,0.00019709091026300107,0.00018979750304006906,0.0001827418789013525,0.00020586523079410313,0.0001850453596241463,0.00019952617278342597
2015-06-09,2015.4383561643835,0.00919864532722246,0.009220655156398921,0.009016167094021714,0.00867888743815379,0.008795098092723467,0.009348789651384595,0.008898401991781714,0.00020924618907360297,0.000186064202767071,0.00019119162358210173,0.00020340669544254857,0.00022463925900081445,0.00018495574482989724,0.00018707246423357195
2015-06-10,2015.441095890411,0.008983488100143515,0.00948268611677767,0.0090964093047993,0.009155758138617104,0.00911334659599502,0.008929946980824964,0.009102897167009454,0.00018367207379439495,0.0001791113227576872,0.00019514580329313945,0.00019705955288495253,0.00018902384297679367,0.00019480770295608523,0.00019794483320889633
2015-06-11,2015.4438356164383,0.009036189194251419,0.009034155590395603,0.009388363173905432,0.00885566946925032,0.009287620422221206,0.009012588764503967,0.009093075296899606,0.0001774313299727151,0.0002069032536115213,0.00016689127207081551,0.00018714962779773243,0.00017922707448949482,0.0001999758370376093,0.00018521838106649145
2015-06-12,2015.4465753424658,0.008877594346225402,0.009102633712351512,0.00900245907190669,0.00907353190571157,0.008733562016022824,0.00937185410060287,0.008953679617878114,0.0001930432760436416,0.0002003468846398643,0.0001883917378768334,0.00018969573139413366,0.00016939972003456426,0.00018262934700116187,0.0001975498315154687
2015-06-16,2015.4575342465753,0.009188678785917595,0.008954540341319421,0.00902030298458171,0.008909977145280166,0.008908272094629731,0.00913548107332779,0.009522749475888319,0.00020233196758371263,0.00017987217760323382,0.00017662912910139272,0.00018345571524024432,0.00019933730402903657,0.00017902936477519983,0.0001877361430532453
2015-06-17,2015.4602739726026,0.008992934392883529,0.009207170532051124,0.009015763025342158,0.008977656117503256,0.009348313026494744,0.00924463301971416,0.009254424103130057,0.00020358018924940862,0.0001907800319115944,0.00020687333034543758,0.00018631862311325122,0.00017047653009770485,0.00020456475402582405,0.00018493800562509376
2015-06-18,2015.4630136986302,0.008846810862052563,0.009092345699750481,0.00894542692645765,0.00927492200771132,0.009341749720199502,0.009220772795044496,0.009185234283778815,0.0001915585434801453,0.000204971360692561,0.00019600028058393545,0.00017335049852357476,0.00016647354224322988,0.000189291840435428,0.00020912952660174947
2015-06-19,2015.4657534246576,0.009107227236251328,0.009106822223896286,0.0089987792381155,0.00925515037195025,0.00924576617961258,0.008972675848415658,0.008992183319715056,0.00018571061722354686,0.00017631821935879677,0.00021115146081004027,0.00020018068579967624,0.00018789097678669647,0.0001921344128756724,0.0001851394779505292
2015-06-22,2015.4739726027397,0.008928429199488535,0.009034150548572388,0.009097211588936858,0.009381400331657021,0.008950236151855471,0.009272800292598787,0.0093357889903016,0.00022640460771142552,0.00021615006459672366,0.0001769650769812449,0.00016653369416632226,0.0001936970934435969,0.0001898573734456265,0.0002006476919013486
2015-06-23,2015.4767123287672,0.009412808981758072,0.008910190956638883,0.009179704565012638,0.008815816570834394,0.009002886180689078,0.009007685683135234,0.00898243080283372,0.00018077526060627312,0.00019421918777791093,0.00019325922366670884,0.0002024000134404414,0.00018133609801406606,0.00020003519891666576,0.000179920623115307
2015-06-24,2015.4794520547946,0.00908312639249119,0.0090530207981939,0.009415792666071964,0.008858482889170837,0.00932714378650754,0.009195449621587333,0.009658042761640737,0.00017384206381176426,0.0001972139420624502,0.0001598248473877333,0.00018717105413907002,0.00020625389568218136,0.00017951307587634998,0.00017947313292013948
2015-06-25,2015.482191780822,0.008922356025728403,0.009423150306154477,0.00904653705448388,0.00911682121301638,0.009479210645895022,0.009058379352082322,0.008845039380849741,0.00018007193516732839,0.00017267477182440646,0.0001935762784179117,0.0001949467661989426,0.00018502322574359456,0.00019812024575401068,0.00018917068461662775
2015-06-26,2015.4849315068493,0.009088932801757496,0.008803977366547314,0.009332855795257403,0.008924883713932219,0.008977720020836978,0.009087339311947348,0.009195859847192886,0.0001794873270129596,0.00018687366959575886,0.0001990556710473774,0.00018674174076257718,0.00019127387558199495,0.00019755360703790098,0.00021332927462394072
2015-07-02,2015.5013698630137,0.009336243951790816,0.009112992421722386,0.00925376502863677,0.008995460181071717,0.009396571675672752,0.009364305788333268,0.009350648291809269,0.00018268152340026594,0.00020399605343245645,0.0001761588411300109,0.00019766895406687064,0.00017555663622682299,0.00018944659351353835,0.0001662152104130169
2015-07-03,2015.504109589041,0.009440082415423401,0.00939625739042606,0.009352026304985115,0.008753909271545507,0.009061334115405339,0.009071404430392536,0.009214636870052978,0.00018679182111522316,0.00019177303485855778,0.0002009683011337898,0.0001960463772199597,0.0001855175468735726,0.0001952074016342042,0.00018428541058944215
2015-07-04,2015.5068493150684,0.009272074539374371,0.009045928242096235,0.009613632278072867,0.00931864539823197,0.008839166742120388,0.00908000979205928,0.009022521222607804,0.0001966644171554486,0.00020234665823459032,0.00016964771782781218,0.00020464015853865951,0.0001989139398036023,0.00019292128905648565,0.0001977027615479832
2015-07-05,2015.509589041096,0.009321235813762317,0.009359640813299054,0.009016959921045493,0.008918406844248045,0.009344808678034217,0.00899103447700915,0.009259244454003791,0.0001876988117192044,0.00019620464666702072,0.00018668738525014005,0.00020013152594642615,0.0001899941701178728,0.0001980133788447912,0.00018683340404871524
2015-07-06,2015.5123287671233,0.00922537033121139,0.009322822444049745,0.009128955777778013,0.009028064481756687,0.009426773425293987,0.009070525625239207,0.008877757305569186,0.00021617057444798604,0.0001886800048753143,0.00019610152168249046,0.00019596360733613774,0.00017324392307253825,0.00018919614032912065,0.0001949055379031969
2015-07-09,2015.5205479452054,0.009537777677171342,0.009474043198039806,0.00891969006291021,0.00924572445502258,0.008632169879671962,0.008995169571945029,0.009202458236980607,0.000174393814258578,0.00017880444905880394,0.00018783424432344118,0.00018858886817964079,0.0001937875526130992,0.00017942047805623716,0.0001770566986711915
2015-07-10,2015.5232876712328,0.009143139926476754,0.008940523640372552,0.009140729104359195,0.009270648095010955,0.009543909279821496,0.009145668100137392,0.009215654664949925,0.00018470365259587904,0.0001903848983314375,0.00020098443547614104,0.00018891645155801566,0.00020255010991276914,0.00019969923853541474,0.0002085512987448429
2015-07-11,2015.5260273972603,0.009150298970907371,0.00895288303685218,0.00923993156677154,0.009119630261148561,0.009096858472607685,0.00898708946485881,0.009237553696506758,0.00019360883906206053,0.00018609327183399216,0.0001874014056166283,0.00019526881421160852,0.00019371003077896012,0.0001967507824903259,0.00021113689229865272
2015-07-16,2015.5397260273974,0.009077362425926879,0.00904761109493918,0.008984429716477426,0.00926706030764559,0.009022791756620257,0.009462783480215448,0.008965477672918021,0.00019031707886319482,0.0001798353750747998,0.00021878021454869827,0.00018717167893281625,0.00018806965538802395,0.0001719853941729139,0.0002054375869850723
2015-07-17,2015.5424657534247,0.00923175243155461,0.009456761432906314,0.00927029392954549,0.009197139117990418,0.009037958791072399,0.009337775310660604,0.009168081201007096,0.00019874249682484853,0.00019092604889127214,0.00018070499871809757,0.00017952504224211222,0.00022510088758055766,0.00018338724420562477,0.0001884082948664723
2015-07-18,2015.545205479452,0.009210073457270184,0.008972645420854559,0.00920175011780603,0.00909794133435729,0.009379168581921365,0.00906868766499114,0.009524835199059344,0.00020197927442008534,0.00019547295021218907,0.00018093897307028497,0.00018645638832445762,0.00016918179086356004,0.00019663463671980533,0.000190558278391278
2015-07-19,2015.5479452054794,0.009176309638659898,0.009232860040337451,0.009291726290430928,0.009157475225690987,0.009354223384861172,0.009251413392856343,0.009167218392338503,0.00017793113311763127,0.00017884816711937957,0.00019870989749562655,0.00019178809605082674,0.0002021871600978256,0.00017421302127972675,0.0001878716168005072
2015-07-21,2015.5534246575342,0.009202518080761236,0.009038754515820169,0.009313893984954354,0.009096681994478351,0.009470905347499477,0.009055072882789436,0.009035742701979698,0.00020146282970639128,0.00017075671544332488,0.0002030683442626919,0.0001968108609047024,0.00017713816244547257,0.00019094470422200254,0.00018664800143363978
2015-07-22,2015.5561643835617,0.00946637155365173,0.009161483553169323,0.00881967548488746,0.009387690107856915,0.00897515713085196,0.009138280703515531,0.009351556324370408,0.00019093683994063997,0.00019081642896826327,0.00019095940888807085,0.00018479865164734184,0.0001867658115416872,0.00019766796302164233,0.00017463442510245024
2015-07-24,2015.5616438356165,0.008753617705600058,0.009049734600048548,0.00945849734979661,0.00889946210917545,0.009096884884501721,0.008849736161520445,0.009712607425455613,0.00020293457243689258,0.00019587606726655704,0.00017609515351107207,0.00017793047048304353,0.0002003616830934794,0.00019329579419442706,0.00017584082836490602
2015-07-25,2015.5643835616438,0.009113673489844678,0.00905278759054291,0.009155700591830787,0.008859950423844187,0.00907645781471238,0.00924561088051586,0.009268824439493697,0.00020144078381339838,0.0001899897135651788,0.00018776412294196738,0.00017644050757276286,0.00020101786098941738,0.00020634326184276928,0.0001732177480603615
2015-07-26,2015.5671232876712,0.0090789773707842,0.009195562107671721,0.00876225381220669,0.009391552208904455,0.00909231153351672,0.009153794324587423,0.00915190931035657,0.00018342271567905512,0.00018133099093991078,0.0001827835004528987,0.0001862341783663281,0.00017330302741766778,0.00021052147122276786,0.00018081793058487405
2015-07-27,2015.5698630136985,0.008915145410090964,0.009043995584539282,0.008920801840187762,0.00927368912788714,0.009163447004633923,0.009202927732347677,0.009013129239352262,0.00019711661901842357,0.00020125605733245527,0.00020045201037677157,0.0001955071074753328,0.0002083688931758253,0.0002006287800733044,0.00020394025443940642
2015-07-28,2015.572602739726,0.009128268948048674,0.009239723307952846,0.00882272571396441,0.009268045852656212,0.009113379615159308,0.008992792841325911,0.009097196218578886,0.00016723460833920685,0.00020726053302326297,0.0002016631303339434,0.0001866501114333925,0.0001806082518323455,0.00021547227141160657,0.0002049206687927971
